date,home_team,away_team,tournament,neutral,home_elo_before,away_elo_before,home_elo_after,away_elo_after,goal_diff,k_base,k_used
1884-02-23,Northern Ireland,England,British Home Championship,False,883.5217531672,991.7935420153208,850.5751255034468,1024.740169679074,7,30,67.5
1884-03-15,Scotland,England,British Home Championship,False,1183.2343910864495,1024.740169679074,1188.760998584594,1019.2135621809292,1,30,30.0
1884-03-17,Wales,England,British Home Championship,False,941.4503137310293,1019.2135621809292,911.5276968434734,1049.136179068485,4,30,56.25
1884-03-29,Scotland,Wales,British Home Championship,False,1188.760998584594,911.5276968434734,1194.1336620878976,906.1550333401699,3,30,52.5
1885-02-28,England,Northern Ireland,British Home Championship,False,1049.136179068485,850.5751255034468,1057.6886773970923,842.0226271748395,4,30,56.25
1885-03-14,England,Wales,British Home Championship,False,1057.6886773970923,906.1550333401699,1048.3982228183227,915.4454879189395,0,30,30.0
1885-03-14,Scotland,Northern Ireland,British Home Championship,False,1194.1336620878976,842.0226271748395,1198.530743364465,837.6255458982722,6,30,63.75
1885-03-21,England,Scotland,British Home Championship,False,1048.3982228183227,1198.530743364465,1050.547720531013,1196.3812456517746,0,30,30.0
1885-03-23,Wales,Scotland,British Home Championship,False,915.4454879189395,1196.3812456517746,897.8380426208703,1213.9886909498439,7,30,67.5
1885-04-11,Northern Ireland,Wales,British Home Championship,False,837.6255458982722,897.8380426208703,802.1161696741566,933.3474188449859,6,30,63.75
1885-11-28,United States,Canada,Friendly,False,1000.0,1000.0,987.1987000039423,1012.8012999960577,1,20,20.0
1886-02-27,Wales,Northern Ireland,British Home Championship,False,933.3474188449859,802.1161696741566,945.8863242769004,789.5772642422421,5,30,60.0
1886-03-13,Northern Ireland,England,British Home Championship,False,789.5772642422421,1050.547720531013,772.560612752085,1067.5643720211701,5,30,60.0
1886-03-20,Northern Ireland,Scotland,British Home Championship,False,772.560612752085,1213.9886909498439,765.1876993506432,1221.3616043512857,5,30,60.0
1886-03-27,Scotland,England,British Home Championship,False,1221.3616043512857,1067.5643720211701,1212.0111549215817,1076.9148214508741,0,30,30.0
